ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos.1,Tipo de pagamento,Receita mensal,Receita total,Churn,mes_churn
147,Pequena empresa,2021,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,19.6,61.35,Não,
149,Pequena empresa,2019,Não,6 ou mais funcionários,30,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,0,No,Cartão de crédito - mês a mês,64.5,1929.95,Não,
150,Pequena empresa,2018,Sim,6 ou mais funcionários,15,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,69.5,1071.4,Não,
151,Micro empresa,2016,Sim,6 ou mais funcionários,8,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,68.55,564.35,Não,
153,Micro empresa,2021,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,108.15,7930.55,Não,
154,Pequena empresa,2020,Sim,6 ou mais funcionários,62,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Boleto - pagamento único,86.1,5215.25,Não,
155,Micro empresa,2016,Sim,6 ou mais funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,19.7,113.5,Não,
156,Micro empresa,2021,Sim,6 ou mais funcionários,14,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,80.9,1152.8,Não,
157,Micro empresa,2018,Não,até 5 funcionários,22,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,84.15,1821.95,Não,
158,Pequena empresa,2021,Sim,6 ou mais funcionários,22,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,20.15,419.9,Não,
159,Pequena empresa,2021,Sim,6 ou mais funcionários,16,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Anual,0,No,Boleto - mês a mês,64.25,1024.0,Não,
160,Pequena empresa,2017,Não,até 5 funcionários,10,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,25.7,251.6,Não,
161,Micro empresa,2017,Não,6 ou mais funcionários,13,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,56.0,764.55,Não,
163,Micro empresa,2016,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,69.7,135.2,Não,
164,Pequena empresa,2017,Não,até 5 funcionários,53,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,73.9,3958.25,Não,
165,Micro empresa,2021,Sim,6 ou mais funcionários,11,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,20.6,233.9,Não,
166,Pequena empresa,2021,Sim,até 5 funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,19.9,1363.45,Não,
168,Pequena empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,89.05,6254.45,Não,
170,Micro empresa,2018,Sim,6 ou mais funcionários,16,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,20.4,321.4,Não,
171,Pequena empresa,2017,Sim,até 5 funcionários,43,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,84.25,3539.25,Não,
173,Pequena empresa,2016,Sim,até 5 funcionários,14,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Boleto - mês a mês,81.95,1181.75,Não,
175,Micro empresa,2018,Não,até 5 funcionários,32,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - pagamento único,20.55,654.55,Não,
176,Micro empresa,2017,Sim,até 5 funcionários,34,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,24.7,780.2,Não,
179,Micro empresa,2016,Sim,6 ou mais funcionários,15,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,105.35,1559.25,Não,
180,Pequena empresa,2020,Sim,até 5 funcionários,61,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - mês a mês,20.55,1252.0,Não,
182,Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,45.3,45.3,Não,
184,Pequena empresa,2021,Sim,6 ou mais funcionários,33,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,74.75,2453.3,Não,
187,Pequena empresa,2018,Não,até 5 funcionários,20,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,51.8,1023.85,Não,
188,Pequena empresa,2020,Não,até 5 funcionários,3,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,30.4,82.15,Não,
189,Micro empresa,2017,Não,até 5 funcionários,13,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - pagamento único,19.65,244.8,Não,
190,Micro empresa,2021,Sim,até 5 funcionários,40,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,56.6,2379.1,Não,
191,Pequena empresa,2021,Sim,6 ou mais funcionários,43,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,71.9,3173.35,Não,
193,Micro empresa,2020,Sim,6 ou mais funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,19.75,1375.4,Não,
194,Micro empresa,2021,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,109.7,8129.3,Não,
195,Pequena empresa,2020,Sim,6 ou mais funcionários,59,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,19.3,1192.7,Não,
196,Micro empresa,2016,Sim,até 5 funcionários,20,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,96.55,1901.65,Não,
197,Pequena empresa,2020,Sim,6 ou mais funcionários,24,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,24.1,587.4,Não,
198,Pequena empresa,2016,Não,até 5 funcionários,59,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,111.35,6519.75,Não,
199,Pequena empresa,2016,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,112.25,8041.65,Não,
200,Pequena empresa,2018,Não,6 ou mais funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,20.75,20.75,Não,
201,Micro empresa,2016,Sim,até 5 funcionários,27,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,101.9,2681.15,Não,
202,Micro empresa,2020,Não,até 5 funcionários,14,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,80.05,1112.3,Não,
203,Pequena empresa,2019,Sim,6 ou mais funcionários,71,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Boleto - pagamento único,105.55,7405.5,Não,
204,Pequena empresa,2016,Não,6 ou mais funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,78.3,1033.95,Não,
205,Pequena empresa,2017,Não,até 5 funcionários,44,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,68.85,2958.95,Não,
206,Micro empresa,2020,Não,até 5 funcionários,33,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,79.95,2684.85,Não,
207,Pequena empresa,2020,Sim,6 ou mais funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,55.45,4179.2,Não,
210,Pequena empresa,2016,Sim,até 5 funcionários,64,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,102.45,6654.1,Não,
212,Micro empresa,2021,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,25.25,25.25,Não,
213,Pequena empresa,2017,Não,6 ou mais funcionários,61,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,19.75,1124.2,Não,
214,Micro empresa,2019,Sim,6 ou mais funcionários,29,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - pagamento único,20.0,540.05,Não,
215,Pequena empresa,2005,Sim,até 5 funcionários,23,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,86.8,1975.85,Não,
216,Micro empresa,2017,Sim,até 5 funcionários,57,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,58.75,3437.45,Não,
217,Pequena empresa,2018,Sim,6 ou mais funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - mês a mês,45.25,3139.8,Não,
218,Pequena empresa,2020,Sim,até 5 funcionários,66,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Yes,Cartão de crédito - pagamento único,56.6,3789.2,Não,
219,Pequena empresa,2016,Sim,6 ou mais funcionários,65,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,84.2,5324.5,Não,
220,Micro empresa,2021,Não,até 5 funcionários,8,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,80.0,624.6,Não,
222,Micro empresa,2017,Sim,até 5 funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,24.75,1836.9,Não,
223,Pequena empresa,2021,Sim,6 ou mais funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Boleto - pagamento único,20.2,20.2,Não,
225,Micro empresa,2018,Não,até 5 funcionários,12,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - pagamento único,19.35,219.35,Não,
226,Pequena empresa,2016,Não,até 5 funcionários,24,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - mês a mês,50.6,1288.75,Não,
227,Micro empresa,2021,Sim,6 ou mais funcionários,31,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - mês a mês,81.15,2545.75,Não,
229,Pequena empresa,2019,Não,até 5 funcionários,30,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,89.9,2723.15,Não,
230,Micro empresa,2019,Sim,6 ou mais funcionários,47,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,85.3,4107.25,Não,
231,Pequena empresa,2017,Não,até 5 funcionários,54,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,108.0,5760.65,Não,
232,Pequena empresa,2016,Não,até 5 funcionários,50,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,93.5,4747.5,Não,
234,Micro empresa,2017,Não,até 5 funcionários,72,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,20.25,1566.9,Não,
235,Micro empresa,2016,Não,até 5 funcionários,29,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,25.15,702.0,Não,
237,Micro empresa,2018,Não,até 5 funcionários,10,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,1,Yes,Boleto - mês a mês,29.6,299.05,Não,
238,Pequena empresa,2021,Sim,até 5 funcionários,18,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,73.15,1305.95,Não,
240,Pequena empresa,2018,Não,até 5 funcionários,16,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,19.75,284.35,Não,
241,Micro empresa,2021,Não,até 5 funcionários,72,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,86.6,6350.5,Não,
242,Pequena empresa,2017,Não,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,109.2,7878.3,Não,
243,Micro empresa,2020,Sim,6 ou mais funcionários,41,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,74.7,3187.65,Não,
244,Micro empresa,2011,Sim,até 5 funcionários,65,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,94.4,6126.15,Não,
245,Micro empresa,2009,Não,até 5 funcionários,13,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,54.8,731.3,Não,
246,Pequena empresa,2006,Não,até 5 funcionários,4,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,75.35,273.4,Não,
247,Pequena empresa,2017,Não,até 5 funcionários,41,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Boleto - mês a mês,65.0,2531.8,Não,
250,Pequena empresa,2019,Não,até 5 funcionários,42,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,99.0,4298.45,Não,
251,Micro empresa,2017,Sim,até 5 funcionários,51,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Yes,Boleto - pagamento único,93.5,4619.55,Não,
254,Pequena empresa,2020,Não,6 ou mais funcionários,32,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,83.7,2633.3,Não,
255,Pequena empresa,2021,Não,até 5 funcionários,10,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,19.85,193.05,Não,
256,Micro empresa,2020,Sim,6 ou mais funcionários,67,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,59.55,4103.9,Não,
257,Micro empresa,2016,Sim,6 ou mais funcionários,61,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,115.1,7008.15,Não,
258,Pequena empresa,2021,Não,até 5 funcionários,50,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,114.35,5791.1,Não,
260,Micro empresa,2008,Sim,até 5 funcionários,29,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,45.0,1228.65,Não,
263,Pequena empresa,2008,Sim,até 5 funcionários,57,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,89.85,4925.35,Não,
264,Micro empresa,2017,Não,até 5 funcionários,31,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,49.85,1520.1,Não,
265,Micro empresa,2018,Sim,até 5 funcionários,45,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - mês a mês,113.3,5032.25,Não,
266,Micro empresa,2016,Sim,6 ou mais funcionários,61,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Boleto - mês a mês,88.1,5526.75,Não,
267,Pequena empresa,2016,Não,até 5 funcionários,50,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,24.9,1195.25,Não,
268,Micro empresa,2006,Não,até 5 funcionários,19,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,105.0,2007.25,Não,
270,Micro empresa,2019,Sim,até 5 funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,24.25,1732.95,Não,
272,Pequena empresa,2018,Sim,até 5 funcionários,57,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,1,Yes,Boleto - pagamento único,59.75,3450.15,Não,
274,Pequena empresa,2009,Sim,até 5 funcionários,20,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,107.05,2172.05,Não,
278,Pequena empresa,2014,Sim,até 5 funcionários,21,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,64.95,1339.8,Não,
279,Pequena empresa,2017,Não,até 5 funcionários,14,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,55.0,771.95,Não,
